n,convolve_image_cpu,convolve_image_gpu,Speedup
48640,12.359961,0.04770133333333334,259.1114364378354
195072,47.638243499999994,0.08761066666666667,543.7493551013574
71316504,11733.254557499999,19.993216166666667,586.8617865024667
73753488,12129.9663085,22.192422000000004,546.5814550795761
74342565,12241.248372333333,21.38472,572.429677467525
91414305,15036.010579333335,25.172128166666667,597.3277459807415
